1	0.709824
1022	0.746056
1961	0.789214
2162	0.794217
3574	0.797581
3618	0.797862
4499	0.799556
5158	0.8013
5848	0.806193
7188	0.80536
8462	0.802378
8572	0.796707
8692	0.179399
10181	0.0524749
10883	0.0392449
11487	0.0376868
12223	0.0377366
12968	0.0377049
13467	0.037717
14256	0.0377372
14745	0.0377372
15170	2.88137
17645	0.223102
18168	0.222731
18730	0.222932
19176	0.22301
19896	0.223156
20012	0.223289
20547	0.22334
22032	0.225051
22370	0.22639
22668	0.227042
23264	0.226449
23293	0.226843
23371	0.228504
24001	0.229721
24044	0.234065
24261	0.2427
24390	0.299777
24641	0.65238
25721	0.989877
25804	1.34451
25813	2.26082
26021	2.31495
26708	2.34206
27159	0.907483
27944	0.833367
28996	0.856288
29320	3.91461
29792	3.92434
30192	3.93358
30690	0.404692
31037	0.00467187
31076	0.00464876
31428	0.00462561
31786	0.00462561
31818	0.00462561
31890	0.00462561
31925	0.00462561
32500	0.00462576
32527	0.00462635
32601	0.00462565
32727	0.00462565
32745	0.00462565
32789	0.00462075
32827	0.00462075
32866	0.00462075
32948	0.00462075
33220	0.00462075
33686	0.00462075
33989	0.00462075
34529	0.00462075
34551	0.00463736
34578	0.00468522
35912	2.42792
36438	3.6729
36452	3.6727
37329	3.66876
37410	3.94336
37831	4.37957
37852	5.48809
37882	71.6456
38360	72.1584
38388	5.21523
39075	0.264043
39655	0.264118
40770	0.263587
40821	0.263752
41295	0.264174
42521	0.264241
42537	0.264358
42592	0.264771
42710	0.264771
42894	0.264346
43255	0.264329
43558	0.264454
43620	0.264454
44234	0.264286
44815	0.264264
45166	0.264174
45237	0.264088
46060	0.264079
46773	0.264079
46799	0.264087
47224	0.264056
48089	0.264056
48734	0.264037
48749	0.264029
50102	0.264028
50172	0.264027
52549	0.264011
52792	0.263693
53040	0.2639
54261	0.268876
54647	0.366203
55450	0.447765
55460	0.570493
55589	0.919558
55781	1.18525
55923	1.54442
56008	1.91761
56319	2.30644
56349	2.37109
56468	1.27607
56602	0.353129
56614	0.197302
57660	0.0916977
57757	0.063552
57941	0.0629038
58184	0.0629038
58728	0.321503
59493	2.06268
59672	1.03577
60383	0.0281491
60390	0.0278717
62381	0.0278717
63706	0.0278717
63733	0.0278717
66027	0.0282682
66167	3.17698
67029	0.092309
69271	0.0919649
70563	0.0910993
71008	0.0902052
71065	0.0898683
71077	0.089985
71796	0.0907347
72340	0.132524
73505	0.295938
73763	0.559206
73834	0.822629
73871	0.717641
74313	1.29085
75121	1.29417
75920	1.41208
76690	1.52499
76857	1.53721
77379	1.54871
77451	1.55078
78233	1.55158
78260	1.54408
79318	1.52029
80201	1.52042
81154	1.52175
81363	1.52098
81807	1.52034
82144	1.50487
82659	1.48861
83422	1.4749
83533	1.46511
83751	1.45575
83784	4.5194
85394	7.56108
85557	7.59586
86506	7.61873
86558	7.61873
