1	4.3244154938304165e-08
1000000	3.981202068921984e-08
1999999	4.137871181458677e-08
2999998	4.1331034079925406e-08
3999997	3.94423426992239e-08
4999996	4.0558809628534136e-08
5999995	3.9522996041778075e-08
6999994	4.084620067568935e-08
7999993	3.938062048281725e-08
8999992	4.313704344328577e-08
9999991	4.0452039209001085e-08
10999990	4.001865716164201e-08
11999989	4.087655559662656e-08
12999988	4.644312243240316e-08
13999987	4.0961825282849084e-08
14999986	3.999534544245354e-08
15999985	4.6065132579681726e-08
16999984	3.9074544880838745e-08
17999983	4.081879161831986e-08
18999982	4.0278663857149884e-08
19999981	4.0119834497094214e-08
20999980	3.7131444688965614e-08
21999979	4.448352312398158e-08
22999978	3.9548543110880566e-08
23999977	3.6278783905389776e-08
24999976	3.635669025286898e-08
25999975	3.7903314360907484e-08
26999974	3.714980303874736e-08
27999973	3.958113747528113e-08
28999972	3.969136235380923e-08
29999971	4.434511266789996e-08
30999970	3.9639173112627e-08
31999969	3.7159623412968894e-08
32999968	3.573095624066767e-08
33999967	3.743828769338354e-08
34999966	4.03483219402399e-08
35999965	4.078589401521544e-08
36999964	4.65077164834251e-08
37999963	5.1474520008888144e-08
38999962	5.093179248868768e-08
39999961	4.4087477687728085e-08
40999960	4.276394322727961e-08
41999959	3.967273899084533e-08
42999958	4.1657789237303444e-08
43999957	4.873964217328388e-08
44999956	4.5091291718607e-08
45999955	3.673492140279925e-08
46999954	4.6569010412410464e-08
47999953	4.6569010412410464e-08
52820120	5.1722666623990986e-08
53820119	4.4896199545936605e-08
54820118	4.789116214836029e-08
55820117	4.85809409022645e-08
56820116	5.124652601213494e-08
57820115	5.016511812257384e-08
58820114	4.6973705066558846e-08
59820113	4.5880191471465555e-08
60820112	4.005642217392773e-08
61820111	4.201392896867789e-08
62820110	3.978861784548007e-08
63820109	3.987586634718427e-08
64820108	4.442547060015794e-08
65820107	3.9919507038312056e-08
66820106	4.6165010660968767e-08
67820105	4.325088718111601e-08
68820104	4.208640409675563e-08
69820103	4.2708310027253544e-08
70820102	4.320407145106541e-08
71820101	4.4005941783808543e-08
72820100	4.2013312800243424e-08
73820099	3.992944899832845e-08
74820098	3.751872352380432e-08
75820097	4.2024909580669026e-08
76820096	4.626781657025664e-08
77820095	3.5923404699424784e-08
78820094	3.80867709266237e-08
79820093	3.7679259393121784e-08
80820092	4.1307528507947345e-08
81820091	4.636226115084017e-08
82820090	4.4714099850403504e-08
83820089	4.504829967363723e-08
84820088	4.504829967363723e-08
85820089	4.408333952885171e-08
86820088	4.0734401662699227e-08
87820087	3.750521393417463e-08
88820086	3.8885511454767484e-08
89820085	4.047392281896332e-08
90820084	3.7129910899703296e-08
91820083	4.387293424182859e-08
92820082	4.462944933028577e-08
93820081	4.528910412530382e-08
94820080	3.866779664904937e-08
95820079	3.781755082611994e-08
96820078	3.963999254612068e-08
97820077	3.607265527416997e-08
98820076	3.5931755487187786e-08
99820075	4.173907892559334e-08
100820074	3.6752359970585596e-08
101820073	3.9747930769804014e-08
102820072	4.4263572130943804e-08
103820071	4.011581548860317e-08
104820070	4.6358988178282364e-08
105820069	3.863995027074783e-08
106820068	3.9832220629705045e-08
107820067	4.0507387891594366e-08
108820066	3.7881339583125703e-08
109820065	4.2194643770635575e-08
110820064	4.36076825074176e-08
111820063	4.123748395615239e-08
112820062	4.3043798324166404e-08
113820061	4.298480427102507e-08
114820060	4.09775889410242e-08
115820059	4.09775889410242e-08
116820060	3.7595367150737277e-08
117820059	4.291575553510594e-08
118820058	4.079219558593526e-08
119820057	4.196828939525211e-08
120820056	3.866227684210135e-08
121820055	4.149259311272807e-08
122820054	4.29160432860363e-08
123820053	4.075319790590947e-08
124820052	3.8634940083896346e-08
125820051	3.858517069276684e-08
126820050	4.112200941508128e-08
127820049	4.1771580385808516e-08
128820048	4.0909416939830614e-08
129820047	3.9925984424053365e-08
130820046	4.3953754447831824e-08
131820045	3.9491728196103e-08
132820044	4.00728929871652e-08
133820043	3.801373083596192e-08
134820042	4.38886167503351e-08
135820041	4.1831663061773605e-08
136820040	4.0791800841752155e-08
137820039	4.0859465944949825e-08
138820038	3.940455127942659e-08
139820037	3.8838447604852146e-08
140820036	4.146124745908146e-08
141820035	4.018977942833985e-08
142820034	4.38063190855588e-08
143820033	4.547430002468624e-08
144820032	4.052346603916468e-08
145820031	3.9592639463408155e-08
146820030	3.9592639463408155e-08
147820031	3.9731147371551496e-08
148820030	4.2481771042949645e-08
149820029	4.203935428751116e-08
